1,Carimbo de data/hora,EMPRESA,MOTIVOS,,,,,,
400,26/03/2024 23:24:19,Atento brasil telemarketing,Supervisores cometem assédio moral,,,,,,
401,27/03/2024 08:07:56,Atento do Brasil,"Assédio moral. Assédio sexual, erros em folha de pontos que nunca são resolvidas, lideranças despreparadas e agressivas. Não permitem ir no banheiro. Fazem trabalhar de pé, tentam cavar falsas justas causas e te mandam embora quando vc denuncia fraudes cometidas pelos seus supervisores usando suas senhas.",,,,,,
402,27/03/2024 10:32:28,Atento do Brasil SA,"Salários muito baixos, sem planos de carreira, benefícios pifios e fora uma desorganização gigantesca em toda a sua infra. Trabalhei por quase 6 anos nessa merda e eles não quiseram me promover a Senior mesmo eu já substituindo o meu gestor em férias e afastamento.",,,,,,
403,26/03/2024 22:37:33,ATENTO/FISERV,"Valores extremamente baixos para as funções exercidas e responsabilidades dentro da empresa, o desvio de função é como o ar que respiramos, supervisão extremamente experiente em botar pressão nos analistas mesmo batendo as metas porém não servem para tirar uma dúvida, na maioria dos casos nos tratam como burros e não sabem interpretar uma simples frase. Ambiente desgastante, dê o seu máximo para ganhar um par de picolés e ouvir que vc pode melhorar pois deve se dedicar 100% a uma empresa que não se importa se você está vivo amanhã! Eu vi isso, um analista morreu e nem se deram ao trabalho de dedicar uma coroa de flores ou algo assim e olha que o mesmo tinha anos de empresa.",,,,,,
404,25/03/2024 20:11:41,Atento/Liq/Loggi,"Racismo, má liderança, péssima gestão",,,,,,
405,25/03/2024 19:23:40,Athie Wohnrath,"Diretores abusivos, pressão psicológica absurda, metas irreais pra equipe e sem home office NENHUM",,,,,,
406,27/03/2024 15:31:32,Ativa logística,"Empresa muito familiar, muitos parentes do dono ocupando cargos de gestão sem a devida competência, não tem espaço para crescer, colegas de trabalho fofoqueiros e invejosos",,,,,,
407,27/03/2024 12:59:44,ATN Contacte center,"Não valoriza os funcionários, fazemos um monte de horas extras e nunca PG e não pode tirar folga, se por a testado e descontado bnco de hora.",,,,,,
408,18/03/2024 11:28:54,Atos Brasil,"RH despreparado, pagam menos do que deveriam, modelo hibrido para atender TODOS os clientes remotos, demitem pessoas antes de sairem de ferias, no aniversario e no retorno de licenças medicas.",,,,,,
409,27/03/2024 05:47:20,Atos Brasil,"Só olhar a Glassdoor. Empresa com salarios baixos, falta de preparo da gestão, carias panelinhas, falta de diversidade e inclusão",,,,,,
410,27/03/2024 05:49:32,Atos Brasil,"RH omisso, falta de transparencia, burocracia para subir de gargo e muito favoritismo, a gestao é despreparada e os salarios defasados",,,,,,
411,27/03/2024 05:53:14,Atos Brasil,"Olhem o glassdoor da empresa! eu mesmo deveria ter me atentado a isso, empresa toxica, casos de assedio moral, sobrecarga de trabalho, salario abaixo do mercado, gestao incompetente e favoritismo pra todo lado.",,,,,,
412,27/03/2024 06:07:12,Atos Brasil,"Pior empresa que ja trabalhei na vida, tive varias crises de ansiedade, saude mental é jogada de lado, nao ligam para os colaboradores, existe sim muitos prevonceitos por parte da liderança, plano de carreira ridiculo.",,,,,,
413,27/03/2024 06:09:51,Atos Brasil,"Sofri horrores nessa empresa, simplismente a pior empresa que eu ja trabalhei, ambiente toxico, prevonceito, zero preocupação com saude mental dos colaboradores, varios cados de burnout",,,,,,
414,27/03/2024 06:20:18,Atos Brasil,"Baixo salario em comparação com outras empresas, falta de feedback da liderança, falta de reconhecimento e méritos do seu trabalho não tem plano nenhum de carreira",,,,,,
415,27/03/2024 06:26:42,Atos Brasil,"Atraso de salário, VA/VR abaixo da média, PLR baixa (menos de 1 salário), retiram e diminuem benefícios com o passar do tempo, atrasam homologação e pagam errado a rescisão",,,,,,
416,27/03/2024 06:33:45,Atos Brasil,"Pouco/nenhum suporte aos funcionários que não atuam no seguimento principal. Funcionários que atendem clientes terceiros não tem uma boa gestão e busca de melhoria para os níveis base. Gestão só busca o funcionário quando algum superior realiza visita, muita ''panelinha'' acontece nos ambientes de trabalho.",,,,,,
417,27/03/2024 06:35:06,Atos Brasil,"Salários muito abaixo da média nacional, Gestores que compactuam com assédio de todos os tipos e desorganização geral (apenas puxa sacos ganham oportunidades).",,,,,,
418,27/03/2024 06:37:58,Atos Brasil,"TÓXICO, TÓXICO, TÓXICO",,,,,,
419,27/03/2024 06:40:00,Atos Brasil,Horas extras cliente sem remuneração, Discriminação no local por ser terceirizado, Não compatibilidade com mercado, Flexibilidade zero,,,
420,27/03/2024 08:50:47,Atos Brasil,"Cobrança excessiva, liderança despreparada, salario baixo, plr baixa, falta de apoio aos colaboradores, ambiente pesado, não se pode confiar em ninguem",,,,,,
421,27/03/2024 15:21:03,Atos Brasil,"Empresa paga de GPTW mas se você for parte das panelinhas, não tem oportunidade alguma de crescimento. Empresa tem sido mais focada em lacrar com pautas que não impactam na rotina da empresa.",,,,,,
422,27/03/2024 06:14:50,Atos Brasil,"Clima péssimo, pesado, falta de feedbacks, falta de clareza nas demandas, não é uma empresa para se fazer carreira, é para ficar até arrumar algo melhor",,,,,,
423,27/03/2024 15:26:07,Atrio Hotéis SA,"Time de RH preza tanto pela ""Gestão de pessoas"" mas a realidade presencialmente é outra. Gerência de alguns hotéis se quer olha na cara do funcionário, Vive trancado, só resolver as coisas por whats, fora a carvade b#$da quando é lhe pedido algo.",,,,,,
424,27/03/2024 09:59:24,Aunica,"Gestão péssima, todo mês tem pelo menos 1 funcionário saindo por pedido de demissão. Conheço gente q preferiu pedir para sair sem ter tido uma proposta pq não aguentava mais a gestão da consultoria nem a gestão do cliente. Prometeu PDI há 2 anos q só ficou na promessa.",,,,,,
425,27/03/2024 11:12:04,Auren Energia,"Lideranças de maneira geral trabalham olhando somente para o resultado e posicionamento da marca no mercado. Cultura people first somente no discurso. Liderança despreparada, funcionários extremamente exaustos e reconhecimento inexistente.",,,,,,
426,27/03/2024 01:21:01,Aurum,10 anos de empresa e a sua promoção é subir pra JR 1,,,,,,
427,27/03/2024 13:38:42,Autbank,"Salários baixos, sem plano de carreira, sem benefícios e o CEO odeia home office e quer acabar com a modalidade, quem foi contratado em home office está sendo obrigado ir 2- 3x presencial por semana mesmo morando muito longe e gastando +2h pra chegar na empresa, é a empresa que menos se preocupa com a qualidade de vida e saúde de um funcionário que eu já vi.",,,,,,
428,27/03/2024 14:15:21,Autbank,"Donos e gerentes forçando presencial contra a vontade dos funcionários, humilhações frequentes e assédio moral",,,,,,
429,25/03/2024 19:11:56,Autoglass,"Venda sua alma e entrando num ambiente que grita inovação mas que, nas entrelinhas quer que vc se foda para bater a meta e ainda criam uma atmosfera que te faz pensar estar crescendo, mas vc tá apenas trocando de ilha no mesmo quadrado kkkk. Ambiente tóxico, gestores tóxicos e o sup. regional mais ainda. Funcionários são só números disfarçados de felicidade de n precisar usar uniforme",,,,,,
430,25/03/2024 19:16:00,Autoglass,"Cria atmosfera tóxica de promoção enganadora, e ainda desenvolver uma estratégia ridícula onde os funcionários passam vergonha usando o crachá com foto nas ruas e onibus kkkkkkkkk Se vc não bater a meta o Diretor não vai trocar a BMW dele no fim do ano.",,,,,,
431,18/03/2024 11:12:44,Autoglass e Btg pactual,Venda sua alma.,,,,,,
432,25/03/2024 19:02:41,Automation Anywhere,"Bagunça total no Brasil, não seguem as políticas do Global. Cheio de jeitinho brasileiro. Pagam mal, menos que consultorias.",,,,,,
433,27/03/2024 14:28:54,Autopass,"Empresa toxica, gerentes sem nenhum conhecimento tecnico ou de negocio, existe microgerenciamento, so peixe do peixe, alem de ficarem traindo suas esposas",,,,,,
434,18/03/2024 12:08:05,AUVO TECNOLOGIA,"DESUMANIZAÇÃO, FALTA DE EMPATIA, FALTA DE TRANSPARÊNCIA, AMBIENTE TÓXICO,",,,,,,
435,18/03/2024 11:47:49,AVANADE,TE CONTRATAM PARA A EMPRESA MAS NÃO TE COLOCAM EM PROJETO NENHUM. DEPOIS TE MANDAM EMBORA :D =D,,,,,,
436,25/03/2024 19:01:36,AVANADE,"O chefe pediu pra eu ""dar"" pra ele. Eu neguei e ele começou a falar mal de mim e me sabotar, perdi uma oportunidade em outra empresa por conta da história q ele vendeu.",,,,,,
437,27/03/2024 09:54:47,Avanade,Liderança ruim sem possibilidade de crescimento,,,,,,
438,27/03/2024 11:12:38,Avanade,"Todo ano ganha selos de boa empresa porém existe muitas panelinhas, você só é promovido de bajular chefe, muitos cargos de manager e poucos analistas para o operacional, quando conversa com RH você sempre sai como o errado e entra na conta da proxima demissão, muita pressão psicológica e desgastes. Tem casos de mulheres sendo derespeitadas por cliente e a empresa não protege ou tomar postura do caso,",,,,,,
439,27/03/2024 14:38:12,Avanade,Incompetência da liderança executiva,,,,,,
440,27/03/2024 16:09:24,Avanade,"Empresa pra quem quer ficar encostado e não tem pretensões de evoluir profissionalmente. Se você for bom de babação de ovo, de ficar dando pedindo feedback igual um mendigo, pra ver se consegue uma ""promoção"", esse é o lugar pra você, com certeza.",,,,,,
441,18/03/2024 11:56:42,Avanade,Politicagem trambiques e cultura tóxica,,,,,,
442,25/03/2024 17:50:17,AVANADE,"Vendem mal os projetos depois ficam exigindo entrega, alocam 1 analista 100% em 3 projetos, lideranca toxica, chove bournout",,,,,,
443,18/03/2024 11:41:39,Avanade/Accenture,"Empresa joga novos funcionários pras cobras com projeto atrasado, falta de transparência e reservas de voos e hotéis não feitas.",,,,,,
444,25/03/2024 19:46:47,Avanade/Accenture,"liderança xingando todo mundo nas reuniões e se você abre compliance te mandam embora mas ficam com o lider abusivo, vai entender",,,,,,
445,27/03/2024 14:07:31,Avantsoft Soluções de Tecnologia LTDA,"Os líderes simplesmente refletem os abusos dos sócios, é impossível ter um dia tranquilo. Vendem a idéia que estão dando oportunidade para novos talentos, mas na realidade o que acontece é exploração de mão de obra e assédio moral! A empresa tem 80% de estagiários com responsabilidades de pleno ou sênior.",,,,,,
446,18/03/2024 19:54:08,Avenue,"Turnover altissimo, péssima qualidade dos projetos e top down frequente",,,,,,
447,27/03/2024 16:13:56,Avenue,Orientada pelo medo: demissão constante para tocar o terror em quem fica. Junior com função de Sênior. Processos caóticos. Não parece um lugar saudável para ficar por longo tempo.,,,,,,
448,27/03/2024 12:54:54,Avenue Code,"Fazia eu - mulher - trabalhar presencialmente (mesmo gastando 2h de condução por dia), sendo que os macho podiam fazer home office.",,,,,,
449,27/03/2024 08:42:48,Aviva destinos,Empresa com muitos burnouts e demissões por conta disso. Todos os gerentes e coordenadores que indicaram burnout foram demitidos. Alta rotatividade. Cultura tóxica. Metas abusivas e gestão completamente despreparada já que se contrata por coleguismo e não por histórico e qualificações. Um inferno diário.,,,,,,
450,27/03/2024 11:31:27,Avivatec,"Empresa pequena que se acha grande , mas na verdade de grande só tem a toxicidade. O salário é uma piada os benefícios são uma porcaria e ainda por cima vendem sonhos baseados em meritocracia . Fora que tudo ali é muito suspeito",,,,,,
451,18/03/2024 11:06:06,Aws,"Empresa altamente competitiva, estimula a competição interna e a pressão por parte da diretoria sobre o time comercial é absurda, sem falar da política do amigo, e o forte viés racial e de gênero.",,,,,,
452,21/03/2024 07:20:53,axapfy,"pediram um teste tecnico pra mim que demorou duas semanas, terminei com todos os requisitos e simplesmente nao havia mais vagas, tentei entrar em contato com alguém da empresa e ficaram me jogando de um lado pro outro, isso foi no ano de 2023 por volta de novembro, essa semana do mês 3 de 2023 desligaram o endpoint que alimentava o projeto, perdi tempo e todo esforço que fiz e nem o projeto eu posso me gabar de ter feito de modo perfeito porque desligaram a api...",,,,,,
453,25/03/2024 18:28:37,Axis Biotec (grupo),"Trabalhei da Cryopraxis, que faz ou fazia parte do grupo Axis Biotec, que era o maior banco de sangue de cordao umbilical e placentário. Nunca vi uma empresa tão desorganizada, o dono extremamente abusivo, fazia assédio moral e sexual com funcionárias. Chefes foram demitidas porque a esposa descobriu que ele estava traindo. Abuso de poder, entre outras coisas. Já foi preso e nao deu em nada e uma das empresas da companhia é fachada pra lavagem de dinheiro (motivo pelo qual o dono foi preso por 1 dia). Nem os funcionários acreditam que o que a empresa vende funciona de verdade.",,,,,,
454,26/03/2024 22:47:27,Axur,"RH mais tóxico de todas as empresas que já conheci, simplesmente deveriam mudar o nome para RECURSOS DESUMANOS, sobretudo um funcionário chamado Matheus Mattos",,,,,,
